2023-06-06 21:25:40 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-06-06 21:25:40 0 [Note] InnoDB: Uses event mutexes
2023-06-06 21:25:40 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-06-06 21:25:40 0 [Note] InnoDB: Number of pools: 1
2023-06-06 21:25:40 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 301441
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 301402
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 301402
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 301324
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=315] with future log sequence number 301324
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 301246
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 301246
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 301129
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=313] with future log sequence number 301129
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 301035
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=312] with future log sequence number 301035
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 305708
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 305708
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 309920
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 309920
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 309876
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 310154
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=16, page number=3] with future log sequence number 310174
2023-06-06 21:25:40 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 310154
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 300801 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 300801 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 300840 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 300840 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 300879 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 300879 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 300957 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 300957 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 301035 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 301035 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 301129 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 301129 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 301246 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 301246 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 301324 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 301324 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 301402 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 301402 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 301441 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 301441 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 301480 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 301480 is in the future! Current system log sequence number 300306.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-06 21:25:40 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 301519 is in the future! Current system log sequence number 300306.
